Date,Name / Description,Expense/Income,Amount (EUR),Category,Transaction,Transaction vs category
2023-05-19,bono de fin de año,Income,1807.21,Bonus,bono de fin de año,bono de fin de año (Bonus)
2023-05-20,electronicos gadget,Expense,90.04,Shopping,electronicos gadget,electronicos gadget (Shopping)
2023-05-21,peluqueria corte 61,Expense,230.05,Personal Care,peluqueria corte 61,peluqueria corte 61 (Personal Care)
2023-05-21,ropa de marca,Expense,149.95,Shopping,ropa de marca,ropa de marca (Shopping)
2023-05-21,spa masaje,Expense,233.86,Personal Care,spa masaje,spa masaje (Personal Care)
2023-05-22,libros de texto,Expense,210.52,Education,libros de texto,libros de texto (Education)
2023-05-23,bono de fin de año,Income,716.58,Bonus,bono de fin de año,bono de fin de año (Bonus)
2023-05-23,netflix premium,Expense,162.19,Subscriptions,netflix premium,netflix premium (Subscriptions)
2023-05-23,netflix premium 53,Expense,186.43,Subscriptions,netflix premium 53,netflix premium 53 (Subscriptions)
2023-05-24,peluqueria corte,Expense,21.89,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2023-05-25,libros de texto,Expense,92.58,Education,libros de texto,libros de texto (Education)
2023-05-26,pago renta mensual,Expense,127.89,Rent,pago renta mensual,pago renta mensual (Rent)
2023-05-27,pago renta mensual,Expense,192.27,Rent,pago renta mensual,pago renta mensual (Rent)
2023-05-27,ropa de marca,Expense,114.49,Shopping,ropa de marca,ropa de marca (Shopping)
2023-05-28,netflix premium 98,Expense,192.24,Subscriptions,netflix premium 98,netflix premium 98 (Subscriptions)
2023-05-29,alquiler coche 73,Expense,64.59,Travel,alquiler coche 73,alquiler coche 73 (Travel)
2023-05-29,seguro de gastos medicos 95,Expense,184.26,Health,seguro de gastos medicos 95,seguro de gastos medicos 95 (Health)
2023-05-29,ropa de marca,Expense,180.24,Shopping,ropa de marca,ropa de marca (Shopping)
2023-05-30,cineplex boletos,Expense,252.83,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2023-05-30,uber viaje,Expense,115.98,Transport,uber viaje,uber viaje (Transport)
2023-05-31,gasolinera magna,Expense,79.65,Transport,gasolinera magna,gasolinera magna (Transport)
2023-05-31,pago renta mensual 32,Expense,17.59,Rent,pago renta mensual 32,pago renta mensual 32 (Rent)
2023-06-01,dividendo acciones,Income,1286.13,Investment,dividendo acciones,dividendo acciones (Investment)
2023-06-01,netflix premium,Expense,209.16,Subscriptions,netflix premium,netflix premium (Subscriptions)
2023-06-01,cfe recibo luz 20,Expense,251.31,Utilities,cfe recibo luz 20,cfe recibo luz 20 (Utilities)
2023-06-02,spotify ab by adyen,Expense,99.36,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2023-06-02,supermercado la esquina,Expense,173.94,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2023-06-03,spa masaje,Expense,108.44,Personal Care,spa masaje,spa masaje (Personal Care)
2023-06-03,mcdonalds burger,Expense,253.43,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2023-06-04,recarga mi transporte,Expense,275.01,Transport,recarga mi transporte,recarga mi transporte (Transport)
2023-06-05,pago renta mensual,Expense,191.4,Rent,pago renta mensual,pago renta mensual (Rent)
2023-06-05,spa masaje 4,Expense,234.87,Personal Care,spa masaje 4,spa masaje 4 (Personal Care)
2023-06-06,deposito nomina mensual,Income,491.42,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2023-06-06,colegiatura universidad,Expense,289.08,Education,colegiatura universidad,colegiatura universidad (Education)
2023-06-06,netflix premium,Expense,172.01,Subscriptions,netflix premium,netflix premium (Subscriptions)
2023-06-07,peluqueria corte,Expense,139.01,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2023-06-08,supermercado la esquina,Expense,24.07,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2023-06-09,colegiatura universidad,Expense,91.28,Education,colegiatura universidad,colegiatura universidad (Education)
2023-06-10,pago cliente proyecto,Income,451.13,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2023-06-11,ropa de marca,Expense,166.66,Shopping,ropa de marca,ropa de marca (Shopping)
2023-06-11,netflix premium,Expense,179.92,Subscriptions,netflix premium,netflix premium (Subscriptions)
2023-06-11,spotify ab by adyen 72,Expense,191.38,Subscriptions,spotify ab by adyen 72,spotify ab by adyen 72 (Subscriptions)
2023-06-12,restaurante italiano,Expense,114.81,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2023-06-12,videojuego steam 25,Expense,30.37,Entertainment,videojuego steam 25,videojuego steam 25 (Entertainment)
2023-06-13,ropa de marca,Expense,195.8,Shopping,ropa de marca,ropa de marca (Shopping)
2023-06-13,bono de fin de año,Income,850.51,Bonus,bono de fin de año,bono de fin de año (Bonus)
2023-06-14,pago renta mensual 91,Expense,245.33,Rent,pago renta mensual 91,pago renta mensual 91 (Rent)
2023-06-15,peluqueria corte,Expense,63.36,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2023-06-15,bono de fin de año,Income,448.69,Bonus,bono de fin de año,bono de fin de año (Bonus)
2023-06-15,reembolso compra,Income,276.77,Refund,reembolso compra,reembolso compra (Refund)
2023-06-16,cfe recibo luz,Expense,7.63,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2023-06-16,spotify ab by adyen,Expense,202.89,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2023-06-16,telmex internet,Expense,260.23,Utilities,telmex internet,telmex internet (Utilities)
2023-06-17,cafeteria la pausa,Expense,243.32,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2023-06-17,spa masaje,Expense,278.09,Personal Care,spa masaje,spa masaje (Personal Care)
2023-06-17,colegiatura universidad,Expense,18.63,Education,colegiatura universidad,colegiatura universidad (Education)
2023-06-18,tienda de abarrotes,Expense,279.01,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2023-06-19,gasolinera magna,Expense,214.75,Transport,gasolinera magna,gasolinera magna (Transport)
2023-06-20,spa masaje,Expense,196.85,Personal Care,spa masaje,spa masaje (Personal Care)
2023-06-21,dividendo acciones,Income,1290.97,Investment,dividendo acciones,dividendo acciones (Investment)
2023-06-21,deposito nomina mensual,Income,1475.25,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2023-06-21,pago cliente proyecto,Income,1538.17,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2023-06-22,pago renta mensual 3,Expense,25.93,Rent,pago renta mensual 3,pago renta mensual 3 (Rent)
2023-06-22,gasolinera magna,Expense,214.97,Transport,gasolinera magna,gasolinera magna (Transport)
2023-06-22,amazon compra online,Expense,99.32,Shopping,amazon compra online,amazon compra online (Shopping)
2023-06-23,gasolinera magna 76,Expense,153.97,Transport,gasolinera magna 76,gasolinera magna 76 (Transport)
2023-06-23,taxi de noche 13,Expense,44.19,Transport,taxi de noche 13,taxi de noche 13 (Transport)
2023-06-23,spotify ab by adyen,Expense,107.91,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2023-06-24,hotel la playa,Expense,16.44,Travel,hotel la playa,hotel la playa (Travel)
2023-06-24,bono de fin de año,Income,606.72,Bonus,bono de fin de año,bono de fin de año (Bonus)
2023-06-24,libros de texto,Expense,190.67,Education,libros de texto,libros de texto (Education)
2023-06-25,pago renta mensual 3,Expense,118.52,Rent,pago renta mensual 3,pago renta mensual 3 (Rent)
2023-06-25,spotify ab by adyen,Expense,63.76,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2023-06-26,farmacia benavides,Expense,76.92,Health,farmacia benavides,farmacia benavides (Health)
2023-06-26,cfe recibo luz,Expense,250.62,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2023-06-26,cafeteria la pausa,Expense,171.65,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2023-06-27,farmacia benavides,Expense,86.84,Health,farmacia benavides,farmacia benavides (Health)
2023-06-27,gimnasio membresia,Expense,129.71,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2023-06-28,vuelo aeromexico 88,Expense,243.22,Travel,vuelo aeromexico 88,vuelo aeromexico 88 (Travel)
2023-06-28,deposito nomina mensual,Income,878.73,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2023-06-28,reembolso compra,Income,1544.53,Refund,reembolso compra,reembolso compra (Refund)
2023-06-29,reembolso compra,Income,1918.45,Refund,reembolso compra,reembolso compra (Refund)
2023-06-30,consulta medico,Expense,65.41,Health,consulta medico,consulta medico (Health)
2023-06-30,electronicos gadget,Expense,275.0,Shopping,electronicos gadget,electronicos gadget (Shopping)
2023-06-30,libros de texto,Expense,245.22,Education,libros de texto,libros de texto (Education)
2023-07-01,agua y drenaje,Expense,219.4,Utilities,agua y drenaje,agua y drenaje (Utilities)
2023-07-02,ropa de marca,Expense,212.67,Shopping,ropa de marca,ropa de marca (Shopping)
2023-07-02,regalo de cumpleaños,Income,320.67,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2023-07-02,supermercado la esquina,Expense,11.11,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2023-07-03,colegiatura universidad,Expense,179.99,Education,colegiatura universidad,colegiatura universidad (Education)
2023-07-03,electronicos gadget,Expense,260.42,Shopping,electronicos gadget,electronicos gadget (Shopping)
2023-07-03,peluqueria corte,Expense,67.91,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2023-07-04,reembolso compra,Income,1391.97,Refund,reembolso compra,reembolso compra (Refund)
2023-07-04,pago renta mensual,Expense,111.68,Rent,pago renta mensual,pago renta mensual (Rent)
2023-07-05,concierto ticketmaster,Expense,108.33,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2023-07-05,libros de texto,Expense,178.13,Education,libros de texto,libros de texto (Education)
2023-07-06,vuelo aeromexico 35,Expense,144.91,Travel,vuelo aeromexico 35,vuelo aeromexico 35 (Travel)
2023-07-07,consulta medico,Expense,178.34,Health,consulta medico,consulta medico (Health)
2023-07-08,regalo de cumpleaños,Income,578.59,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2023-07-08,telmex internet,Expense,246.24,Utilities,telmex internet,telmex internet (Utilities)
2023-07-08,agua y drenaje,Expense,121.45,Utilities,agua y drenaje,agua y drenaje (Utilities)
2023-07-09,cafeteria la pausa,Expense,176.7,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2023-07-09,consulta medico,Expense,263.54,Health,consulta medico,consulta medico (Health)
2023-07-10,agua y drenaje,Expense,52.97,Utilities,agua y drenaje,agua y drenaje (Utilities)
2023-07-10,pago renta mensual,Expense,12.36,Rent,pago renta mensual,pago renta mensual (Rent)
2023-07-11,concierto ticketmaster,Expense,193.06,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2023-07-11,spotify ab by adyen,Expense,146.86,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2023-07-11,concierto ticketmaster,Expense,262.3,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2023-07-12,cafeteria la pausa,Expense,243.69,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2023-07-13,pago renta mensual,Expense,204.03,Rent,pago renta mensual,pago renta mensual (Rent)
2023-07-13,mcdonalds burger,Expense,49.67,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2023-07-13,colegiatura universidad 81,Expense,260.75,Education,colegiatura universidad 81,colegiatura universidad 81 (Education)
2023-07-14,oxxo comida rapida,Expense,60.07,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2023-07-15,spotify ab by adyen,Expense,97.78,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2023-07-16,agua y drenaje,Expense,132.75,Utilities,agua y drenaje,agua y drenaje (Utilities)
2023-07-16,libros de texto,Expense,277.42,Education,libros de texto,libros de texto (Education)
2023-07-17,cafeteria la pausa,Expense,218.56,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2023-07-17,colegiatura universidad,Expense,70.58,Education,colegiatura universidad,colegiatura universidad (Education)
2023-07-18,gasolinera magna 71,Expense,123.68,Transport,gasolinera magna 71,gasolinera magna 71 (Transport)
2023-07-18,netflix premium,Expense,234.61,Subscriptions,netflix premium,netflix premium (Subscriptions)
2023-07-18,pago renta mensual 96,Expense,87.72,Rent,pago renta mensual 96,pago renta mensual 96 (Rent)
2023-07-19,libros de texto,Expense,209.88,Education,libros de texto,libros de texto (Education)
2023-07-20,telmex internet,Expense,239.42,Utilities,telmex internet,telmex internet (Utilities)
2023-07-20,vuelo aeromexico,Expense,28.8,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2023-07-20,taxi de noche,Expense,191.77,Transport,taxi de noche,taxi de noche (Transport)
2023-07-21,telmex internet,Expense,93.5,Utilities,telmex internet,telmex internet (Utilities)
2023-07-22,cfe recibo luz,Expense,148.81,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2023-07-22,telmex internet,Expense,61.82,Utilities,telmex internet,telmex internet (Utilities)
2023-07-23,consulta medico,Expense,187.19,Health,consulta medico,consulta medico (Health)
2023-07-24,walmart compra semanal,Expense,9.06,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2023-07-25,electronicos gadget,Expense,119.83,Shopping,electronicos gadget,electronicos gadget (Shopping)
2023-07-26,ropa de marca,Expense,116.16,Shopping,ropa de marca,ropa de marca (Shopping)
2023-07-26,libros de texto,Expense,189.99,Education,libros de texto,libros de texto (Education)
2023-07-27,recarga mi transporte,Expense,213.67,Transport,recarga mi transporte,recarga mi transporte (Transport)
2023-07-27,ropa de marca,Expense,97.92,Shopping,ropa de marca,ropa de marca (Shopping)
2023-07-28,spa masaje,Expense,283.4,Personal Care,spa masaje,spa masaje (Personal Care)
2023-07-28,electronicos gadget 63,Expense,119.36,Shopping,electronicos gadget 63,electronicos gadget 63 (Shopping)
2023-07-28,pago renta mensual,Expense,283.66,Rent,pago renta mensual,pago renta mensual (Rent)
2023-07-29,bono de fin de año,Income,212.41,Bonus,bono de fin de año,bono de fin de año (Bonus)
2023-07-29,supermercado la esquina,Expense,157.18,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2023-07-30,spa masaje,Expense,34.59,Personal Care,spa masaje,spa masaje (Personal Care)
2023-07-30,consulta medico 42,Expense,206.2,Health,consulta medico 42,consulta medico 42 (Health)
2023-07-30,amazon compra online,Expense,164.2,Shopping,amazon compra online,amazon compra online (Shopping)
2023-07-31,reembolso compra,Income,1686.91,Refund,reembolso compra,reembolso compra (Refund)
2023-08-01,concierto ticketmaster,Expense,161.71,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2023-08-01,regalo de cumpleaños,Income,967.91,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2023-08-01,videojuego steam,Expense,104.17,Entertainment,videojuego steam,videojuego steam (Entertainment)
2023-08-02,uber viaje 24,Expense,180.15,Transport,uber viaje 24,uber viaje 24 (Transport)
2023-08-02,pago renta mensual,Expense,33.87,Rent,pago renta mensual,pago renta mensual (Rent)
2023-08-02,cafeteria la pausa,Expense,228.94,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2023-08-03,consulta medico,Expense,247.75,Health,consulta medico,consulta medico (Health)
2023-08-03,uber viaje,Expense,97.0,Transport,uber viaje,uber viaje (Transport)
2023-08-03,pago cliente proyecto,Income,1008.85,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2023-08-04,spa masaje,Expense,184.62,Personal Care,spa masaje,spa masaje (Personal Care)
2023-08-04,peluqueria corte 29,Expense,230.19,Personal Care,peluqueria corte 29,peluqueria corte 29 (Personal Care)
2023-08-05,spa masaje,Expense,7.26,Personal Care,spa masaje,spa masaje (Personal Care)
2023-08-05,walmart compra semanal,Expense,178.94,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2023-08-05,videojuego steam,Expense,132.62,Entertainment,videojuego steam,videojuego steam (Entertainment)
2023-08-06,oxxo comida rapida 44,Expense,180.27,Groceries,oxxo comida rapida 44,oxxo comida rapida 44 (Groceries)
2023-08-06,seguro de gastos medicos,Expense,289.87,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2023-08-07,pago renta mensual,Expense,122.61,Rent,pago renta mensual,pago renta mensual (Rent)
2023-08-07,supermercado la esquina,Expense,170.17,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
